address,district,floorArea,landmark,name,price
泰兴镇白鹤岛风景区（新石路与成金青交汇处）,新都,unknown,保利公园,恒大上林苑,7700
寿安镇迎宾大道88号（寿安中心小学附近）,蒲江,unknown,蒲江,剑桥小镇三期,5500
北新大道2599号,彭州,188,彭州,中海外北岛,5500
红光镇幸福路北一段81号（思源学校对面）,郫都,unknown,红光,公园1号,15000
金融城交子大道（天府国际金融中心旁）,高新,unknown,金融城,中国华商交子公馆,23000
协和下街588号,天府新区,unknown,华阳,戛纳湾金棕榈,45000
草金路（永康森林公园旁、江安河畔）,双流,unknown,蛟龙港,蜀镇,20000
鹤鸣乡青云街1号,大邑,78,大邑,鹤鸣青云墅,9500
武侯立交聚龙路168号（武侯万达广场旁）,武侯,unknown,新双楠,金隅大成珑熙郡,50000
和美东路221 号,成华,unknown,成渝立交,海上海北苑,30000
和美东路221 号,成华,unknown,成渝立交,海上海北苑,30000
峨山镇朝拜路88号,峨眉山市,429,峨眉山市,峨眉青庐,8800
花照壁街225号,金牛,unknown,花照壁,龙湖紫宸,70000
光华大道三段南侧花土路936号（地铁四号线凤凰大街站旁）,温江,unknown,光华大道沿线,中国西部文化城,22000
双流东升镇一杆旗北路29号,双流,unknown,东升镇,满座,27000
北星大道与大天路交汇处(十字路口出城方向右侧）,新都,unknown,大丰,城北优品道,25000
天府大道南段会龙大道内,高新,unknown,中德,中铁城锦南汇,36000
益州大道中段555号,高新,unknown,新会展,星宸国际,20000
梨园路一段528号,郫都,unknown,郫县城区,中铁奥维尔,28000
科锦路355号（川农大旁）,温江,unknown,国色天乡,锦汇城,25000
同仁路199号,新都,unknown,新都城区,我的大学,28000
华都路169,郫都,unknown,犀浦,龙城半岛,40000
和美东路221 号,成华,unknown,成渝立交,海上海南苑,30000
东升街道宜城大街一段333号,双流,146,双流城区,三里花城,13000
府青路二段177号,成华,unknown,八里小区,中铁二局玛塞城,40000
分水社区1组88号,大邑,100,大邑,青霞山水卡伦德拉小镇,12000
名山路南段188号,峨眉山市,200,峨眉山市,峨眉山与湖,25000
友爱镇平安路6号（成灌高速石家桥出口500米）,郫都,340,郫县城区,桂溪欧苑,12000
百信路28号,温江,96,温江大学城,明信城,10800
牧华路三段1789号,天府新区,unknown,南湖,海伦春天,35000
红光镇幸福路北一段81号（思源学校对面）,郫都,unknown,红光,公园1号,35000
东大路1号(地铁2号线牛市口站A出口、二环BRT牛市口站),锦江,unknown,攀成钢,泰合国际财富中心,65000
宝光桂湖文化区新新路560号,新都,123,新都城区,恒大御府,10000
分水社区1组88号,大邑,89,大邑,青霞山水卡伦德拉小镇,10000
剑南大道中段利通时代晶座,高新,unknown,大源,时代晶座(高新),50000
望从东路308号,郫都,58,郫县万达,一里阳光,7800
金马镇清泰路425号,温江,238,温江大学城,嘉源红郡,7000
